UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
38,Rodriguez,E,Sam,Non-binary,Specialist,HR,8/11/2015,null,118749.71
39,Lee,Q,Morgan,Non-binary,Consultant,Engineering,3/10/1959,18/04/1976,54408.68
40,Garcia,Y,Alex,Non-binary,Engineer,Legal,19/12/2000,17/10/2001,50966.97
41,Doe,W,Alex,Male,Consultant,Operations,25/09/2003,12/1/1990,62744.55
42,Lee,L,John,Non-binary,Engineer,HR,23/04/2011,null,128011.62
43,Martinez,T,Alex,Female,Consultant,Sales,27/03/2023,18/06/1988,52478.64
44,Garcia,Z,Jordan,Female,Technician,Sales,10/2/2022,17/10/1985,137216.68
45,Clark,H,Chris,Other,Technician,Finance,29/10/2022,22/06/1971,52366.44
46,Brown,M,Taylor,Non-binary,Consultant,Marketing,7/11/2020,null,114148.17
47,Martinez,V,Pat,Non-binary,Manager,Marketing,28/11/1974,null,146253.43
48,Lee,B,Jane,Other,Technician,Operations,16/08/1990,10/5/1997,61564.58
49,Lewis,G,Sam,Male,Coordinator,IT,17/08/1951,30/10/2023,103845.2
50,Brown,L,Jordan,Male,Coordinator,Operations,19/05/2007,null,134801.53
51,Lee,Q,Sam,Other,Technician,IT,9/1/2014,null,62728.78
52,Martinez,V,Jordan,Female,Specialist,Finance,27/11/1987,6/7/1951,80387.49
53,Brown,N,Robin,Non-binary,Analyst,Legal,21/02/1991,2/5/1997,97318.62
54,Johnson,V,Jane,Non-binary,Specialist,Operations,8/11/1959,11/11/2018,73486.86
55,Lee,H,Chris,Female,Manager,Engineering,10/6/1973,25/04/2006,134973.77
56,Doe,O,Jordan,Female,Coordinator,IT,29/10/1995,null,64757.13
57,Smith,Y,Jane,Other,Engineer,Sales,13/08/2023,10/12/1997,96454.99
58,Rodriguez,H,Jane,Other,Engineer,Legal,14/05/2011,13/08/2001,109545.23
59,Clark,T,Pat,Other,Consultant,Legal,2/10/1965,22/01/1994,95006.98
60,Brown,U,Sam,Other,Coordinator,HR,10/2/1976,null,121354.49
61,Brown,I,Taylor,Non-binary,Specialist,Marketing,21/11/1963,null,88303.53
62,Johnson,W,Chris,Male,Analyst,IT,27/02/1981,10/10/1988,56226.57
63,Martinez,M,Robin,Male,Consultant,IT,7/4/1994,null,85175.88
64,Martinez,N,Pat,Female,Analyst,HR,17/12/1975,null,52902.48
65,Garcia,V,Jordan,Female,Consultant,Legal,4/12/1962,24/05/1999,52696.65
66,Martinez,S,Robin,Male,Manager,IT,25/08/1963,11/10/1967,55028.46
67,Martinez,K,Chris,Other,Technician,Operations,7/10/2019,8/6/1976,125200.98
68,Martinez,I,Jane,Other,Manager,Engineering,14/11/1982,null,56861.84
69,Smith,Y,John,Female,Engineer,Engineering,20/03/2007,null,62622.1
70,Doe,S,Chris,Other,Coordinator,Finance,10/4/2020,null,110589.27
71,Doe,Y,Alex,Non-binary,Manager,Engineering,18/06/1979,22/02/1985,89665.44
72,Brown,C,Robin,Female,Manager,Finance,10/11/2012,2/5/1962,129622.72
73,Lewis,Z,John,Non-binary,Specialist,IT,27/10/2010,null,100596.08
74,Garcia,A,Jordan,Other,Manager,IT,20/12/1983,19/09/1992,120730.86
75,Martinez,F,Pat,Non-binary,Specialist,Legal,6/3/1993,null,123102.62
76,Lee,K,Chris,Male,Technician,Legal,8/5/1973,6/8/2002,111033.17
77,Martinez,K,John,Other,Consultant,Operations,15/10/1967,null,85482.5
78,Lee,K,Sam,Non-binary,Specialist,Engineering,27/10/1997,26/02/1959,74135.61
79,Martinez,P,Pat,Female,Coordinator,Legal,2/6/2009,6/9/1991,129293.29
80,Doe,J,Chris,Other,Coordinator,HR,11/12/1978,31/07/1984,97326.05
81,Rodriguez,L,Jordan,Non-binary,Technician,Legal,12/10/1975,null,73053.8
82,Brown,K,Jane,Female,Engineer,HR,26/09/2017,null,122458.5
83,Rodriguez,T,Sam,Male,Consultant,HR,19/01/1978,null,67944.15
84,Smith,W,Pat,Female,Technician,Engineering,13/05/1956,15/01/2014,144408.96
85,Clark,D,John,Non-binary,Analyst,Legal,28/12/1990,null,146549.76
86,Lee,P,Jane,Male,Analyst,Legal,13/02/1958,21/01/2013,55360.91
87,Johnson,Z,Robin,Non-binary,Manager,HR,6/2/1962,23/10/1988,110631.77
88,Lewis,H,Pat,Other,Analyst,Legal,24/02/1978,11/12/1989,80538.02
89,Lewis,B,Robin,Male,Consultant,HR,4/8/2007,null,116042.81
90,Johnson,H,Alex,Male,Engineer,Engineering,15/02/1988,null,109381.12
91,Lee,B,Chris,Non-binary,Coordinator,Finance,17/07/2014,10/11/1957,118738.49
92,Lee,Z,Robin,Female,Analyst,Marketing,30/04/2000,null,64898.94
93,Lee,E,Jane,Male,Engineer,Finance,9/11/2004,16/07/2002,142119.25
94,Clark,D,Morgan,Non-binary,Coordinator,IT,24/11/1975,10/10/1995,93775.89
95,Lewis,B,Jordan,Non-binary,Specialist,Finance,17/10/1953,null,146191.11
96,Lewis,S,John,Non-binary,Specialist,Engineering,8/12/2019,7/9/1993,101896.38
97,Clark,I,Alex,Other,Coordinator,Legal,29/08/1959,null,90834.81
98,Garcia,V,Jane,Female,Technician,IT,15/09/2013,null,116258.35
99,Martinez,Y,Pat,Male,Analyst,Marketing,10/9/1979,null,61592.16
100,Martinez,Q,John,Other,Analyst,Engineering,20/04/1968,2/5/2007,125644.32
101,Clark,Y,John,Female,Technician,Sales,25/04/1977,null,119825
102,Doe,A,Robin,Female,Coordinator,Sales,9/5/1979,7/1/2001,90799.07
103,Brown,D,Morgan,Male,Coordinator,Sales,8/3/1996,28/08/1977,100887.2
104,Lee,N,Morgan,Other,Engineer,Legal,5/12/2000,null,69061.04
105,Lewis,Q,Alex,Male,Technician,IT,19/12/1981,9/1/1997,76717.27
106,Smith,J,Sam,Other,Consultant,Sales,15/07/1991,9/6/1982,83244
107,Rodriguez,M,Morgan,Non-binary,Consultant,HR,18/01/2014,null,88297.08
108,Martinez,B,Taylor,Other,Coordinator,IT,10/2/1986,25/07/2022,132074.76
109,Johnson,P,John,Female,Specialist,Operations,23/06/1960,22/12/1990,59971.17
110,Clark,A,Alex,Other,Consultant,Sales,9/3/1958,null,146920.36
