UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
E0072,Azevedo,K,Ana Sophia,M,Quality Control Specialist,Production,08/22/1966,06/14/1980,97458.00
E0073,da Rosa,S,Emanuel,M,Research Scientist,R&D,12/02/2007,,108388.00
E0074,Pires,K,Gabriel,M,Sales Representative,Sales,02/02/1991,10/23/1996,32871.00
E0075,da Costa,W,Danilo,M,IT Support Specialist,IT,07/31/1984,,110184.00
E0076,Moraes,S,Ana Julia,M,Logistics Coordinator,Logistics,06/06/2003,,57255.00
E0077,Rezende,L,João,F,Chief Executive Officer,Executive,07/21/1963,08/07/2016,100018.00
E0078,Rocha,H,Isadora,F,Office Manager,Administrative,02/07/1996,11/18/2004,61107.00
E0079,Lopes,V,Luiza,M,Marketing Coordinator,Marketing,04/11/1969,,60855.00
E0080,Oliveira,T,Thales,F,Logistics Coordinator,Logistics,08/18/1960,,84697.00
E0081,da Cunha,F,Vinicius,F,Office Manager,Administrative,09/08/2006,12/21/2011,56728.00
E0082,Almeida,S,Nathan,F,Sales Representative,Sales,04/12/1987,,74747.00
E0083,Nogueira,Q,Benjamin,F,Chief Executive Officer,Executive,02/03/2001,,33935.00
E0084,Almeida,S,Heloísa,F,IT Support Specialist,IT,01/10/1984,,96839.00
E0085,Rocha,Z,Evelyn,M,IT Support Specialist,IT,09/13/1961,,55381.00
E0086,da Mata,S,Yuri,F,Production Technician,Production,05/28/1998,,64429.00
E0087,Cavalcanti,U,Bruna,F,Marketing Coordinator,Marketing,12/12/1973,02/05/1995,98007.00
E0088,Cardoso,M,Bryan,M,Logistics Coordinator,Logistics,08/04/2002,,64204.00
E0089,Pereira,J,Eduarda,F,Marketing Coordinator,Marketing,08/09/1995,,65401.00
E0090,Araújo,Y,Arthur,F,Office Manager,Administrative,04/04/2016,11/08/2020,52296.00
E0091,Nogueira,C,Eloah,M,Product Developer,R&D,08/12/1965,06/17/2023,104584.00
E0092,Oliveira,V,Júlia,F,Customer Service Representative,Customer Service,12/12/1990,,57130.00
E0093,da Paz,Y,Luana,F,Marketing Coordinator,Marketing,10/03/1968,10/12/1998,91177.00
E0094,Correia,V,Heitor,F,Logistics Coordinator,Logistics,04/28/2011,,50580.00
E0095,da Luz,N,Davi Lucas,F,Research Scientist,R&D,03/22/1983,12/12/1991,56218.00
E0096,Monteiro,G,Agatha,F,Research Scientist,R&D,12/15/1968,,102205.00
E0097,Silva,R,Alice,M,Customer Service Representative,Customer Service,07/16/2011,08/30/2015,99329.00
E0098,Barros,W,Pietra,M,Logistics Coordinator,Logistics,05/02/1988,04/11/1991,66433.00
E0099,Vieira,R,Mariane,F,HR Specialist,Human Resources,04/21/1974,,49203.00
E0100,Farias,O,João Felipe,M,Chief Executive Officer,Executive,03/16/2014,04/10/2021,52428.00
E0101,Correia,X,Esther,F,Quality Control Specialist,Production,02/13/1982,10/03/1982,79775.00
E0102,Sales,J,Yuri,M,Chief Marketing Officer,Executive,11/28/1985,05/06/2018,73867.00
E0103,Santos,W,Rafaela,F,Logistics Coordinator,Logistics,04/16/1956,02/11/2014,77430.00
E0104,Lopes,U,Emilly,F,Research Scientist,R&D,07/23/1979,,62175.00
E0105,Sales,I,Bruno,M,Marketing Coordinator,Marketing,01/08/2023,,62304.00
E0106,Nunes,I,Breno,F,Office Manager,Administrative,07/24/1977,,105430.00
E0107,Cavalcanti,G,Antônio,F,IT Support Specialist,IT,05/06/2018,,56373.00
E0108,Gonçalves,I,Vitória,F,Quality Control Specialist,Production,11/03/1996,,87846.00
E0109,Monteiro,W,Davi,M,Production Technician,Production,09/10/1968,,58254.00
E0110,Rocha,P,Marcelo,F,Customer Service Representative,Customer Service,06/04/1974,05/31/1990,69725.00
