UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
100052,Nguyen,M,Chloe,female,Data Entry Clerk,Administration,01/12/2018,,40000
100053,Gray,K,Asher,male,Sales Executive,Sales,15/11/2016,,60000
100054,Sims,T,Sofia,female,HR Coordinator,HR,10/05/2015,,45000
100055,Morris,C,Jackson,male,Quality Control,Operations,22/09/2017,,50000
100056,Reyes,V,Victoria,female,Event Planner,Marketing,09/02/2021,,72000
100057,Price,D,Madison,female,Logistics Analyst,Logistics,28/03/2018,,58000
100058,James,K,Oliver,male,Assistant Manager,Sales,11/08/2019,,65000
100059,Bennett,A,Hannah,female,Web Developer,IT,20/04/2020,,74000
100060,Cox,S,Aiden,male,Account Executive,Finance,15/07/2017,,69000
100061,Howard,J,Grace,female,Social Media Manager,Marketing,06/10/2016,,55000
100062,Harper,T,Liam,male,Research Assistant,R&D,04/01/2018,,50000
100063,Hughes,W,Savannah,female,Administrative Officer,Administration,14/09/2019,,49000
100064,Wood,D,Logan,male,Warehouse Associate,Logistics,12/11/2020,,43000
100065,Watson,R,Addison,female,SEO Specialist,Marketing,21/05/2021,,58000
100066,Butler,K,Leo,male,Customer Support,Sales,18/02/2017,,45000
100067,Alexander,P,Emily,female,Compliance Officer,Legal,09/03/2019,,62000
100068,Russell,G,Lucas,male,IT Consultant,IT,22/10/2016,,88000
100069,Griffin,B,Zoe,female,HR Assistant,HR,15/12/2018,,40000
100070,Diaz,L,Jackson,male,Sales Support,Sales,20/06/2015,,42000
100071,Hayes,S,Lily,female,Graphic Artist,Marketing,07/09/2020,,55000
100072,Myers,A,Henry,male,Senior Developer,IT,01/01/2021,,95000
100073,Grant,T,Ellie,female,Insurance Agent,Finance,26/08/2016,,72000
100074,Reed,C,Samuel,male,IT Analyst,IT,14/07/2019,,60000
100075,Campbell,E,Mila,female,Customer Experience Specialist,Sales,19/02/2018,,47000
100076,Long,D,Emma,female,Logistics Coordinator,Logistics,30/11/2017,,48000
100077,Scott,K,Jaxon,male,Operations Supervisor,Operations,13/03/2020,,72000
100078,Morris,T,Ava,female,Product Analyst,Product Development,15/09/2015,,50000
100079,Nguyen,L,Oliver,male,HR Generalist,HR,24/05/2019,,63000
100080,Stevens,R,Layla,female,Market Researcher,Marketing,19/01/2018,,54000
100081,Washington,D,Isaiah,male,Corporate Trainer,HR,21/10/2016,,60000
100082,Garcia,B,Charlotte,female,Procurement Specialist,Operations,12/04/2017,,65000
100083,Lopez,M,Caleb,male,Database Administrator,IT,11/12/2019,,78000
100084,Bailey,A,Amelia,female,Financial Analyst,Finance,08/06/2016,,59000
100085,Perry,T,Max,male,Sales Intern,Sales,15/02/2021,,35000
100086,Martin,S,Abigail,female,Operations Analyst,Operations,23/07/2019,,57000
100087,Cox,M,Jasmine,female,Digital Marketing Specialist,Marketing,04/11/2018,,62000
100088,Reyes,L,Isaac,male,Graphic Designer,Marketing,18/01/2020,,55000
100089,Washington,D,Riley,female,Client Services Manager,Sales,02/03/2016,,70000
100090,Roberts,J,Emma,female,Warehouse Manager,Logistics,20/05/2018,,75000
100091,Brown,R,Carter,male,Operations Technician,Operations,05/12/2020,,48000
100092,Hall,E,Victoria,female,IT Security Analyst,IT,14/08/2019,,72000
100093,Morris,L,Henry,male,Marketing Specialist,Marketing,25/09/2017,,54000
100094,Taylor,K,Lucy,female,Compliance Specialist,Legal,10/03/2020,,62000
100095,King,B,Oliver,male,Technical Writer,R&D,15/04/2018,,58000
100096,Lee,C,Aria,female,Senior Recruiter,HR,21/06/2019,,68000
100097,Bailey,J,Avery,female,Social Media Specialist,Marketing,04/02/2021,,45000
100098,Gonzalez,A,Maddox,male,Operations Director,Operations,22/01/2017,,95000
100099,Martinez,T,Alice,female,Account Manager,Finance,11/07/2020,,70000
100100,Young,M,Mason,male,Logistics Analyst,Logistics,10/12/2015,,60000
100101,Scott,P,Oliver,male,Product Manager,Product Development,13/11/2018,,83000
100102,Carter,D,Evelyn,female,Brand Strategist,Marketing,18/08/2016,,64000
100103,Mitchell,L,Isaiah,male,Technical Support Specialist,IT,19/02/2019,,49000
100104,Thompson,S,Luna,female,HR Business Partner,HR,02/10/2020,,70000
100105,Perez,K,Noah,male,Quality Manager,Operations,12/09/2018,,68000
100106,Lee,R,Charlotte,female,Executive Recruiter,HR,30/05/2021,,74000
100107,Cole,A,Henry,male,IT Support Specialist,IT,17/04/2019,,45000
100108,Wood,S,Amelia,female,Operations Supervisor,Operations,25/01/2020,,62000
100109,Campbell,J,Zoe,female,Administrative Coordinator,Administration,05/12/2018,,50000
100110,Harris,L,Amy,female,Administrative Assistant,Administration,01/02/2022,,42000
