UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
E0089,Ribeiro,M,Fernanda,F,Customer Service Representative,Customer Service,11/16/2014,,49365.00
E0090,Cavalcanti,O,Paulo,M,Customer Service Representative,Customer Service,06/16/1980,,30775.00
E0091,Cardoso,X,Alexia,F,Customer Service Representative,Customer Service,12/19/1973,03/17/1983,36130.00
E0092,Lopes,X,Luiz Gustavo,F,Customer Service Representative,Customer Service,02/18/1998,,48861.00
E0093,Alves,Y,Thiago,F,Customer Service Representative,Customer Service,04/17/1979,01/31/2005,47518.00
E0094,da Rocha,B,Calebe,F,Customer Service Representative,Customer Service,01/01/1996,11/25/2017,44929.00
E0095,Caldeira,I,Maria Julia,M,Customer Service Representative,Customer Service,12/13/2004,04/12/2011,48770.00
E0096,Silva,C,Alexia,M,Customer Service Representative,Customer Service,12/16/2013,12/20/2013,34902.00
E0097,Ramos,T,Thomas,M,Customer Service Representative,Customer Service,09/22/1992,09/26/1996,38435.00
E0098,Nunes,F,Bruna,F,Logistics Coordinator,Logistics,12/11/1957,,38027.00
E0099,Souza,A,Yago,M,Logistics Coordinator,Logistics,03/14/1991,,51088.00
E0100,Lima,H,Nina,M,Logistics Coordinator,Logistics,06/18/1970,03/03/1979,56969.00
E0101,Nunes,D,Melissa,F,Logistics Coordinator,Logistics,07/10/1980,,41549.00
E0102,Moreira,C,Valentina,F,Logistics Coordinator,Logistics,03/16/2006,05/29/2015,46901.00
E0103,Cardoso,Y,Luiz Miguel,F,Logistics Coordinator,Logistics,08/15/1998,,39359.00
E0104,Oliveira,U,Vitória,F,Logistics Coordinator,Logistics,11/16/1955,12/22/2020,42382.00
E0105,Monteiro,R,Diogo,M,Logistics Coordinator,Logistics,05/13/1979,,44195.00
E0106,Azevedo,S,Erick,F,Logistics Coordinator,Logistics,06/27/1986,09/19/2003,69446.00
E0107,Gonçalves,D,Manuela,M,Logistics Coordinator,Logistics,02/28/2014,03/20/2014,67700.00
E0108,Rodrigues,H,Lorenzo,F,Logistics Coordinator,Logistics,05/15/2022,01/10/2023,37002.00
E0109,Barbosa,Z,Clarice,F,Logistics Coordinator,Logistics,05/29/1990,,43448.00
E0110,Pinto,S,Antônio,M,Logistics Coordinator,Logistics,02/13/1967,,49700.00
