uniqueid,lastname,middleinitial,firstname,gender,job title,department,hiredate,terminationdate,annualsalary
1047,Rogers,P,Derek,M,IT Consultant,IT,15/07/2024,null,90000
1048,Reed,Q,Emma,F,Inventory Specialist,Operations,30/08/2024,null,45000
1049,Cook,R,Aaron,M,Training Coordinator,Human Resources,10/09/2024,null,52000
1050,Morgan,S,Megan,F,Sales Director,Sales,25/10/2024,null,115000
1051,Bell,T,Chad,M,Network Administrator,IT,05/01/2024,null,85000
1052,Lee,U,Taylor,F,Product Owner,Product,20/02/2024,null,98000
1053,Allen,V,Avery,F,HR Coordinator,Human Resources,25/03/2024,null,58000
1054,Bailey,W,Justin,M,Compliance Officer,Legal,12/04/2024,null,71000
1055,Cooper,X,Layla,F,Product Marketing Manager,Marketing,22/05/2024,null,87000
1056,Richardson,Y,Craig,M,Security Analyst,IT,18/06/2024,null,72000
1057,Cox,Z,Julia,F,Operations Analyst,Operations,25/07/2024,null,60000
1058,Howard,A,Max,M,Software Tester,R&D,15/08/2024,null,68000
1059,Thompson,B,Samantha,F,Technical Support,IT,12/09/2024,null,49000
1060,Martinez,C,Isaac,M,Email Marketing Specialist,Marketing,20/10/2024,null,45000
1061,Anderson,D,Cassandra,F,Legal Assistant,Legal,22/01/2024,null,49000
1062,Taylor,E,Henry,M,Network Technician,IT,14/02/2024,null,75000
1063,Thomas,F,Natalie,F,Operations Supervisor,Operations,09/03/2024,null,80000
1064,Jackson,G,Peter,M,Web Administrator,IT,30/04/2024,null,71000
1065,White,H,Lisa,F,Event Coordinator,Marketing,29/05/2024,null,60000
1066,Harris,I,Ryan,M,Data Governance Specialist,R&D,25/06/2024,null,79000
1067,Martin,J,Charlotte,F,Client Relationship Manager,Sales,02/07/2024,null,78000
1068,Thompson,K,Oliver,M,Social Media Analyst,Marketing,11/08/2024,null,52000
1069,Garcia,L,Zoe,F,Technical Trainer,IT,19/09/2024,null,68000
1070,Martinez,M,Daniel,M,Document Control Specialist,Operations,13/10/2024,null,55000
1071,Robinson,N,Chloe,F,Senior Accountant,Finance,07/01/2024,null,85000
1072,Clark,O,Steven,M,IT Support Analyst,IT,24/02/2024,null,52000
1073,López,P,Victoria,F,Research Scientist,R&D,10/03/2024,null,90000
1074,Walker,Q,Nicholas,M,Field Sales Representative,Sales,12/04/2024,null,65000
1075,Hall,R,Emma,F,Brand Manager,Marketing,03/05/2024,null,92000
1076,Allen,S,Joshua,M,IT Director,IT,27/06/2024,null,140000
1077,Wright,T,Grace,F,User Experience Researcher,R&D,14/07/2024,null,77000
1078,Scott,U,Wyatt,M,Administrative Assistant,Administration,03/08/2024,null,42000
1079,Green,V,Ava,F,Market Research Analyst,Marketing,29/09/2024,null,64000
1080,Baker,W,Evelyn,F,Product Manager,Product,15/10/2024,null,86000
