UniqueID,LastName,MiddleInitial,FirstName,Gender,JobTitle,Department,HireDate,TerminationDate,AnnualSalary
35,Rodriguez,G,Megan,F,Customer Service,Sales,06/23/2018,null,45000
36,Wilson,H,Brian,M,SEO Specialist,Marketing,12/11/2019,null,60000
37,Anderson,I,Gloria,F,Graphic Artist,Marketing,01/24/2021,null,59000
38,Thomas,J,Donald,M,Operations Analyst,Finance,08/08/2014,null,68000
39,Taylor,K,Erica,F,Systems Analyst,IT,10/22/2017,null,70000
40,Moore,L,Liam,M,Help Desk Technician,IT,11/16/2019,null,48000
41,Jackson,M,Cynthia,F,Legal Assistant,Administration,06/30/2020,null,52000
42,White,N,Natalie,F,Account Manager,Sales,05/25/2021,null,80000
43,Harris,O,Bobby,M,Security Analyst,IT,02/15/2022,null,75000
44,Martin,P,Mary,F,Brand Manager,Marketing,03/22/2018,null,90000
45,Thompson,Q,Frank,M,Network Technician,IT,04/12/2013,null,62000
46,Garcia,R,Jennifer,F,Support Specialist,Sales,07/01/2020,null,49000
47,Martinez,S,Sam,M,Video Editor,Marketing,09/10/2016,null,57000
48,Rodriguez,T,Julia,F,Chief Technology Officer,IT,02/01/2010,null,120000
49,Wilson,U,Pauline,F,Product Marketing Manager,Marketing,12/12/2011,null,85000
50,Anderson,V,Kevin,M,Technical Writer,IT,10/29/2018,null,62000
51,Thomas,W,Danielle,F,Brand Strategist,Marketing,01/14/2023,null,73000
52,Taylor,X,Ricky,M,Sales Director,Sales,03/05/2022,null,110000
53,Moore,Y,Rachel,F,IT Consultant,IT,05/15/2023,null,90000
54,Jackson,Z,Jack,M,Supply Chain Manager,Administration,08/11/2022,null,95000
55,White,A,Tina,F,Data Analyst,Finance,09/09/2023,null,72000
56,Harris,B,George,M,Customer Success Manager,Sales,06/14/2021,null,85000
57,Martin,C,Alice,F,SEO Specialist,IT,07/18/2020,null,60000
58,Thompson,D,Nina,F,Web Analyst,IT,02/23/2021,null,59000
59,Garcia,E,Victor,M,IT Security Specialist,IT,11/20/2021,null,85000
60,Martinez,F,Deborah,F,Executive Director,Administration,12/30/2020,null,130000
61,Rodriguez,G,Phillip,M,Data Entry Specialist,Finance,10/12/2019,null,40000
62,Wilson,H,Glenn,M,Content Strategist,Marketing,04/19/2018,null,62000
63,Anderson,I,Freddie,M,Business Analyst,Finance,01/29/2017,null,74000
64,Thomas,J,Maddie,F,UX Researcher,IT,03/01/2022,null,77000
65,Taylor,K,Harvey,M,IT Project Manager,IT,05/10/2021,null,85000
66,Moore,L,Kurt,M,Media Coordinator,Marketing,07/21/2019,null,61000
67,Jackson,M,Tracy,F,Field Sales Rep,Sales,02/14/2021,null,75000
68,White,N,Tony,M,Database Manager,IT,11/03/2019,null,88000
69,Harris,O,Karen,F,HR Assistant,HR,12/01/2022,null,48000
70,Martin,P,Mark,M,Corporate Trainer,HR,08/29/2016,null,70000
71,Thompson,Q,Lucas,M,Digital Marketing Specialist,Marketing,04/08/2021,null,65000
72,Garcia,R,Carmen,F,Customer Experience Manager,Sales,05/19/2020,null,72000
73,Martinez,S,Mike,M,Social Media Analyst,Marketing,09/25/2018,null,57000
74,Rodriguez,T,Sofia,F,Project Manager,IT,01/12/2023,null,85000
75,Wilson,U,Aimee,F,HR Manager,HR,07/22/2017,null,92000
76,Anderson,V,Jason,M,Logistics Coordinator,Administration,06/16/2021,null,55000
77,Thomas,W,Lisa,F,Brand Director,Marketing,03/17/2023,null,100000
78,Taylor,X,Eddie,M,Software Architect,IT,09/06/2018,null,95000
79,Moore,Y,Jenny,F,Public Relations Manager,Marketing,10/14/2017,null,73000
80,Jackson,Z,Oscar,M,IT Operations Manager,IT,02/23/2020,null,89000
81,White,A,Brian,M,Sales Associate,Sales,06/01/2021,null,51000
82,Harris,B,Molly,F,Data Scientist,IT,07/10/2022,null,70000
83,Martin,C,David,M,Project Lead,IT,08/05/2023,null,82000
84,Thompson,D,Alice,F,Legal Counsel,Administration,09/15/2015,null,95000
85,Garcia,E,Emily,F,Market Researcher,Marketing,10/28/2020,null,57000
86,Martinez,F,James,M,Database Analyst,IT,11/17/2022,null,68000
87,Rodriguez,G,Sara,F,Executive Chef,Administration,02/08/2023,null,90000
88,Wilson,H,Tim,M,Operations Supervisor,Sales,03/20/2020,null,74000
89,Anderson,I,Kate,F,Financial Advisor,Finance,04/22/2019,null,80000
90,Thomas,J,Ron,M,Senior Developer,IT,05/13/2018,null,95000
91,Taylor,K,Chloe,F,Sales Support,Sales,06/30/2021,null,48000
92,Moore,L,Luke,M,Brand Consultant,Marketing,07/15/2016,null,60000
93,Jackson,M,Avery,F,Social Media Director,Marketing,08/24/2022,null,92000
94,White,N,Oliver,M,Technical Sales,Sales,09/14/2023,null,88000
95,Harris,O,Zoe,F,Research Scientist,Finance,10/30/2022,null,71000
96,Martin,P,Henry,M,Strategy Consultant,Administration,11/05/2019,null,77000
97,Thompson,Q,Isabella,F,Web Designer,IT,12/22/2021,null,65000
98,Garcia,R,Charlotte,F,Program Manager,IT,01/15/2023,null,82000
99,Martinez,S,Jack,M,Supply Chain Analyst,Administration,02/05/2020,null,69000
100,Rodriguez,T,Victoria,F,Sales Coordinator,Sales,03/12/2021,null,55000
101,Wilson,U,Leo,M,Corporate Development,Finance,04/01/2018,null,90000
102,Anderson,V,Juliet,F,Content Manager,Marketing,05/19/2021,null,68000
103,Thomas,W,Miles,M,DevOps Engineer,IT,06/20/2022,null,75000
104,Taylor,X,Lara,F,Creative Director,Marketing,07/11/2023,null,94000
105,Moore,Y,Ronnie,M,Systems Engineer,IT,08/23/2017,null,80000
106,Jackson,Z,Maya,F,Client Services,Sales,09/13/2020,null,67000
107,White,A,Peter,M,HR Coordinator,HR,10/16/2018,null,54000
108,Harris,B,Oscar,M,Compliance Officer,Finance,11/21/2023,null,76000
109,Martin,C,Stella,F,IT Trainer,IT,12/12/2022,null,60000
110,Thompson,D,Erik,M,Field Engineer,IT,01/30/2016,null,79000
