UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
66,Ramos,N2,Flavia,Female,Technical Writer,R&D,2020-07-01,,48000
67,Nascimento,O2,Caio,Male,Market Strategist,Marketing,2021-03-10,,71000
68,Martins,P2,Beatriz,Female,Operations Supervisor,Operations,2021-04-25,,85000
69,Santos,Q2,Guilherme,Male,Training Manager,HR,2020-02-15,,78000
70,Gomes,R2,Talita,Female,Warehouse Coordinator,Logistics,2021-01-18,,55000
71,Carvalho,S2,Nicolas,Male,Research Analyst,R&D,2020-05-27,,70000
72,Cardoso,T2,Suzana,Female,Digital Marketing Specialist,Marketing,2021-07-15,,58000
73,Leite,U2,Igor,Male,IT Support Analyst,IT,2021-01-01,,48000
74,Castro,V2,Karla,Female,Sales Operations Specialist,Sales,2021-11-01,,52000
75,Alves,W2,Douglas,Male,Project Engineer,R&D,2021-04-15,,80000
76,Freitas,X2,Angela,Female,Executive Assistant,Admin,2020-12-10,,55000
77,Souza,Y2,Frederico,Male,Financial Consultant,Finance,2021-05-02,,72000
78,Pereira,Z2,Lívia,Female,Logistics Analyst,Logistics,2020-10-01,,60000
79,Silva,A3,Monique,Female,Quality Assurance Lead,Quality,2021-03-12,,70000
80,Oliveira,B3,Adriano,Male,Social Media Coordinator,Marketing,2021-02-01,,48000
81,Souza,C3,Anderson,Male,Field Sales Representative,Sales,2020-01-18,,65000
82,Almeida,D3,Bruna,Female,HR Generalist,HR,2021-01-05,,59000
83,Ribeiro,E3,Maurício,Male,Production Planner,Production,2021-06-14,,75000
84,Martins,F3,Rosana,Female,Graphic Artist,Marketing,2020-11-05,,48000
85,Pereira,G3,Davi,Male,Customer Support Specialist,Customer Service,2021-07-18,,35000
86,Ferreira,H3,Tamires,Female,IT Security Analyst,IT,2020-04-21,,60000
87,Correia,I3,João,Male,Strategic Sourcing Specialist,Procurement,2021-02-26,,70000
88,Teixeira,J3,Rafael,Male,Database Manager,IT,2021-05-30,,80000
89,Castro,K3,Simone,Female,Legal Assistant,Legal,2020-10-10,,40000
90,Barros,L3,Augusto,Male,Technical Support Manager,IT,2020-03-15,2021-01-15,85000
91,Costa,M3,Natália,Female,Inventory Control Specialist,Logistics,2021-01-25,,55000
92,Ramos,N3,Felipe,Male,Compliance Manager,Legal,2021-05-20,,90000
93,Nascimento,O3,Caroline,Female,Market Development Manager,Marketing,2021-03-28,,75000
94,Martins,P3,Patrício,Male,IT Architect,IT,2020-07-22,,92000
95,Santos,Q3,Roberta,Female,Sales Operations Manager,Sales,2021-05-15,,78000
96,Gomes,R3,Adriana,Female,Public Relations Officer,Marketing,2020-06-30,,68000
97,Carvalho,S3,Daniel,Male,Logistics Manager,Logistics,2021-04-14,,85000
98,Cardoso,T3,Camila,Female,Customer Insights Analyst,Customer Service,2021-01-12,,50000
99,Leite,U3,Eduardo,Male,Training Specialist,HR,2020-08-02,,62000
100,Castro,V3,Ligia,Female,Process Technician,Production,2021-01-27,,60000
101,Alves,W3,Felipe,Male,Content Marketing Manager,Marketing,2020-11-18,,70000
102,Freitas,X3,Mônica,Female,Web Designer,IT,2021-03-05,,57000
103,Souza,Y3,Renato,Male,Finance Manager,Finance,2021-02-01,,95000
104,Pereira,Z3,Nathália,Female,Sales Development Representative,Sales,2021-04-14,,50000
105,Silva,A4,Aline,Female,Operations Supervisor,Operations,2020-05-18,,70000
106,Oliveira,B4,Thiago,Male,Product Development Engineer,R&D,2021-02-10,,88000
107,Souza,C4,Juliano,Male,Quality Assurance Supervisor,Quality,2020-09-12,,75000
108,Almeida,D4,Marcia,Female,Customer Experience Manager,Customer Service,2021-03-20,,80000
109,Ribeiro,E4,Fabio,Male,Procurement Analyst,Procurement,2020-06-15,,60000
110,Martins,F4,Sandra,Female,Legal Counsel,Legal,2021-05-11,2021-12-01,95000
