UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
A053,Franco,NA,Sofia,female,Logistics Coordinator,Logistics,07/20/2020,,60000 BRL
A054,Martins,NA,Miriam,female,Corporate Trainer,HR,06/28/2019,,52000 BRL
A055,Silva,NA,Aline,female,Corporate Trainer,HR,06/28/2019,,52000 BRL
A056,Lima,NA,Patricia,female,Cost Analyst,Finance,05/05/2022,,49000 BRL
A057,Ribeiro,NA,Camila,female,Administrative Assistant,Administration,11/05/2020,,30000 BRL
A058,Gomes,NA,Felipe,male,Drilling Engineer,Engineering,04/11/2019,,95000 BRL
A059,Barbosa,NA,Tânia,female,Accountant,Finance,12/10/2019,,50000 BRL
A060,Soares,NA,Gustavo,male,Security Officer,Safety,05/19/2020,,32000 BRL
A061,Ferreira,A,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A062,Nascimento,NA,Leonardo,male,Project Coordinator,Operations,08/30/2021,,80000 BRL
A063,Pereira,NA,João,male,Field Technician,Field Operations,07/25/2022,,45000 BRL
A064,Figueiredo,NA,Marcos,male,Petroleum Engineer,Engineering,09/29/2017,,110000 BRL
A065,Franco,NA,Sofia,female,Logistics Coordinator,Logistics,07/20/2020,,60000 BRL
A066,Ribeiro,NA,Felipe,male,Drilling Engineer,Engineering,04/11/2019,,95000 BRL
A067,Cavalcante,NA,Thais,female,Field Supervisor,Field Operations,06/07/2016,,85000 BRL
A068,Martins,NA,Lucas,male,Data Analyst,IT,08/30/2021,,40000 BRL
A069,Cardoso,NA,Diego,male,Finance Manager,Finance,03/04/2015,,115000 BRL
A070,Morais,NA,Isabela,female,Quality Control Specialist,Quality Assurance,01/29/2019,,55000 BRL
A071,Almeida,NA,Juliana,female,Environmental Analyst,Compliance,09/22/2021,,50000 BRL
A072,Costa,NA,Luis,male,Operations Supervisor,Operations,01/18/2017,,90000 BRL
A073,Martins,NA,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A074,Cavalcante,NA,Eduardo,male,IT Support Technician,IT,11/20/2019,,38000 BRL
A075,Ribeiro,NA,Miriam,female,Corporate Trainer,HR,06/28/2019,,52000 BRL
A076,Pinto,NA,Aline,female,Procurement Specialist,Procurement,04/25/2018,,48000 BRL
A077,Nascimento,NA,Carlos,male,Geologist,Exploration,12/01/2015,,60000 BRL
A078,Gomes,NA,Ana,female,Project Manager,Operations,05/15/2018,,120000 BRL
A079,Ramos,NA,Leonardo,male,Project Coordinator,Operations,08/30/2021,,80000 BRL
A080,Cardoso,NA,Gabriela,female,Cost Estimator,Finance,12/14/2020,,47000 BRL
A081,Morais,NA,Thiago,male,Junior Petroleum Engineer,Engineering,05/14/2023,,58000 BRL
A082,Ribeiro,NA,Patrícia,female,HR Manager,Human Resources,02/14/2016,,110000 BRL
A083,Nascimento,NA,Roberto,male,Senior Geologist,Exploration,10/05/2014,,125000 BRL
A084,Martins,NA,Lucas,male,Data Analyst,IT,08/30/2021,,40000 BRL
A085,Costa,NA,Luis,male,Operations Supervisor,Operations,01/18/2017,,90000 BRL
A086,Ferreira,A,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A087,Cavalcante,NA,Thais,female,Field Supervisor,Field Operations,06/07/2016,,85000 BRL
A088,Pereira,NA,João,male,Field Technician,Field Operations,07/25/2022,,45000 BRL
A089,Franco,NA,Sofia,female,Logistics Coordinator,Logistics,07/20/2020,,60000 BRL
A090,Gomes,NA,Felipe,male,Drilling Engineer,Engineering,04/11/2019,,95000 BRL
A091,Lima,NA,Patricia,female,Cost Analyst,Finance,05/05/2022,,49000 BRL
A092,Ribeiro,NA,Cleide,female,Marketing Specialist,Marketing,02/22/2020,,43000 BRL
A093,Teixeira,NA,Marta,female,Financial Analyst,Finance,04/25/2018,,49000 BRL
A094,Nascimento,NA,Carlos,male,Geologist,Exploration,12/01/2015,,60000 BRL
A095,Soares,NA,Rafael,male,Junior Engineer,Engineering,11/15/2021,,45000 BRL
A096,Martins,NA,Mariana,female,Sales Associate,Sales,06/15/2022,,35000 BRL
A097,Cavalcante,NA,Eduardo,male,IT Support Technician,IT,11/20/2019,,38000 BRL
A098,Ribeiro,NA,Miriam,female,Corporate Trainer,HR,06/28/2019,,52000 BRL
A099,Teixeira,NA,Karina,female,Recruiter,HR,02/10/2019,,46000 BRL
A100,Ribeiro,NA,Fernando,male,Production Engineer,Engineering,07/29/2017,,80000 BRL
