UniqueID,LastName,MiddleInitial,FirstName,Gender,Job Title,Department,HireDate,TerminationDate,AnnualSalary
117,Mcmahon,Q,John,other,Account Executive,Sales,24/08/2010,,122509
118,Hernandez,Q,Ann,other,Customer Service Representative,Customer Service,12/12/2006,18/05/2010,134681
119,Williams,NA,Haley,female,Benefits Coordinator,Human Resources,06/06/2005,,158250
120,Alvarez,H,Randall,male,Marketing Director,Marketing,06/01/2010,,232184
121,Strong,X,John,male,Support Specialist,Customer Service,20/10/2005,05/02/2008,202484
122,Alexander,C,Christopher,female,Customer Service Representative,Customer Service,11/07/2011,,224601
123,Taylor,E,NA,other,Supply Chain Manager,Procurement,08/07/2008,,99281
124,Johnson,L,Nicole,female,Account Executive,Sales,02/09/2010,,91101
125,Knight,R,Brent,female,Logistics Coordinator,Logistics,01/09/2011,,106369
126,Brown,X,Victoria,female,Controller,Finance,03/10/2010,,63219
127,Johnson,P,Billy,other,Lab Technician,Research & Development,14/06/2008,,199351
128,Thornton,R,Sandra,other,Director of Operations,Operations,10/01/2005,27/10/2011,215192
129,Hall,O,Jose,male,QA Analyst,Quality Assurance,27/09/2010,,108847
130,Allen,H,Bruce,other,Research Scientist,Research & Development,22/07/2011,,189410
131,Peck,G,Benjamin,female,QA Manager,Quality Assurance,04/08/2009,,68998
132,NA,G,NA,male,Customer Service Representative,Customer Service,16/07/2010,24/12/2010,67006
133,Jennings,R,Angela,female,HR Manager,Human Resources,12/11/2007,,139789
134,Rodriguez,K,Christopher,other,HR Manager,Human Resources,31/07/2006,,91234
135,NA,Q,Nicholas,male,Sales Manager,Sales,04/07/2010,25/08/2010,103839
136,Lyons,O,Cole,other,Project Coordinator,Operations,21/12/2007,06/11/2011,200726
137,Moore,U,Monica,female,Marketing Coordinator,Marketing,14/04/2009,,69766
138,Gallagher,G,Christine,other,Brand Manager,Marketing,02/05/2005,,58959
139,Johnson,L,Hunter,other,Transportation Supervisor,Logistics,14/02/2006,01/09/2006,118245
140,Guzman,X,Nicholas,male,Supply Chain Analyst,Logistics,12/06/2009,,72815
141,Johnson,R,Melinda,male,IT Manager,IT,06/02/2007,01/04/2007,106177
142,Smith,A,Karen,male,Innovation Manager,Research & Development,06/03/2009,,100397
143,Miller,M,Debra,other,HR Manager,Human Resources,29/06/2005,,59011
144,Everett,NA,Earl,other,Quality Inspector,Quality Assurance,27/10/2011,06/12/2011,133771
145,Jones,A,Amanda,female,Customer Experience Manager,Customer Service,12/10/2007,,40514
146,Pierce,D,Frank,male,Production Manager,Production,04/09/2011,14/11/2011,135485
147,Hayes,F,Jacob,other,Transportation Supervisor,Logistics,19/01/2011,,44598
148,Thompson,N,NA,female,Buyer,Procurement,16/05/2011,,152175
149,Orr,A,Jenna,other,Network Engineer,IT,07/12/2010,,243982
150,Moore,K,NA,male,Customer Service Representative,Customer Service,01/07/2008,,50808
151,Mclaughlin,C,Jeremy,female,Product Developer,Research & Development,21/06/2006,,177904
152,NA,L,NA,other,IT Manager,IT,25/11/2007,09/03/2009,116956
153,Martinez,L,William,female,Quality Control Specialist,Production,16/07/2006,,230764
154,Ross,F,Amy,male,Support Specialist,Customer Service,28/10/2005,,135499
155,Harris,NA,David,other,Transportation Supervisor,Logistics,25/07/2005,10/08/2010,65192
156,Maxwell,X,NA,male,Benefits Coordinator,Human Resources,04/09/2011,29/09/2011,219043
157,Allen,P,Danielle,other,Corporate Counsel,Legal,29/06/2007,,128484
158,Wang,C,Stephen,male,Account Executive,Sales,08/12/2007,25/02/2011,38555
159,Carter,S,Brenda,female,Innovation Manager,Research & Development,05/12/2010,,52761
160,Floyd,S,John,male,Project Coordinator,Operations,16/04/2009,05/04/2011,161102
161,Harris,NA,Alexis,male,Support Specialist,Customer Service,14/07/2008,,164250
162,Harris,T,Lisa,other,Financial Analyst,Finance,17/05/2007,19/04/2010,98181
163,Hughes,NA,Andrea,male,Paralegal,Legal,11/05/2008,,161023
164,Smith,R,Juan,other,Manufacturing Technician,Production,03/04/2008,,203246
165,NA,X,Jason,other,Support Specialist,Customer Service,11/06/2009,,141522
166,Swanson,NA,NA,female,Paralegal,Legal,18/08/2010,,67769
167,Rangel,C,Traci,male,Accountant,Finance,19/09/2005,16/09/2009,73180
168,Thompson,W,Kelly,male,Controller,Finance,24/09/2005,,133646
169,Hughes,C,Sherri,male,Marketing Director,Marketing,04/01/2005,14/05/2008,158504
170,Klein,G,Sandra,other,Regional Sales Director,Sales,17/06/2009,,95644
171,NA,G,Holly,female,Operations Manager,Operations,23/10/2005,,100419
172,Wong,J,Maria,male,Buyer,Procurement,13/02/2005,,184851
173,Cortez,J,Brent,other,Product Developer,Research & Development,25/02/2010,,135569
174,Ford,C,Riley,male,Support Specialist,Customer Service,11/04/2007,,195773
175,Alexander,Q,Spencer,male,Customer Service Representative,Customer Service,08/11/2011,,196883
176,Ramirez,V,NA,other,Contract Specialist,Legal,15/03/2007,10/10/2007,120010
177,Thompson,X,Angela,other,HR Manager,Human Resources,29/12/2011,,186669
178,Skinner,Y,Kristin,female,Marketing Director,Marketing,17/02/2008,04/04/2009,124481
179,Meza,W,NA,female,Network Engineer,IT,06/07/2007,,224428
180,Olsen,L,Miguel,other,Lab Technician,Research & Development,16/05/2006,20/06/2011,234520
181,Warner,H,Timothy,other,Social Media Specialist,Marketing,19/05/2009,06/03/2011,62056
182,Ruiz,G,Kenneth,male,Marketing Director,Marketing,15/10/2009,31/12/2009,183938
183,NA,X,Regina,female,Production Manager,Production,17/11/2005,,117487
184,Dorsey,U,Kevin,female,Operations Analyst,Operations,05/04/2010,,245204
185,Smith,S,Kevin,female,Contract Negotiator,Procurement,13/01/2010,24/06/2011,43866
186,Mendoza,P,Kimberly,female,Procurement Specialist,Procurement,15/04/2009,,215180
187,Bryan,L,Jennifer,other,Corporate Counsel,Legal,17/04/2005,,76686
188,Martinez,S,Gary,female,Accountant,Finance,15/12/2008,,66457
189,Bailey,G,Zachary,male,Quality Control Specialist,Production,06/06/2011,,193775
190,Bryant,NA,Stacie,other,QA Manager,Quality Assurance,19/06/2011,,87194
191,Rivera,U,Daniel,other,Compliance Officer,Legal,12/08/2011,16/12/2011,87516
192,Williams,NA,Steven,female,Quality Control Specialist,Production,12/01/2009,,210125
193,Nelson,X,Maurice,male,Customer Service Representative,Customer Service,14/06/2010,,96136
194,Rivera,T,Lauren,female,Finance Director,Finance,05/12/2006,25/08/2010,85613
195,Randolph,NA,Jessica,female,Contract Negotiator,Procurement,19/09/2005,,172965
196,Kramer,V,Jennifer,female,Benefits Coordinator,Human Resources,12/12/2011,20/12/2011,42110
197,Hays,Z,NA,other,Support Specialist,Customer Service,07/10/2005,,179796
198,Valencia,K,Jasmine,other,Compliance Auditor,Quality Assurance,07/09/2010,16/11/2010,72593
199,Crawford,NA,Karen,female,Operations Manager,Operations,20/01/2010,,186335
200,Reed,I,Arthur,other,Production Manager,Production,29/08/2011,,215652
201,Anderson,C,Makayla,other,Financial Analyst,Finance,05/03/2006,07/03/2009,175014
202,NA,G,Matthew,female,Sales Manager,Sales,16/04/2007,,196397
203,Taylor,NA,Christine,female,Procurement Specialist,Procurement,22/03/2010,18/11/2010,204182
204,Pope,Q,Christopher,other,Project Coordinator,Operations,04/05/2007,,230352
205,Cooper,G,NA,male,Customer Experience Manager,Customer Service,28/07/2011,,51409
206,Macias,P,Taylor,male,IT Support Specialist,IT,23/01/2007,,60940
207,Anderson,A,Jerry,male,Director of Operations,Operations,03/04/2007,,165391
208,Huffman,NA,David,other,Procurement Specialist,Procurement,01/09/2008,,141478
209,Bennett,S,Alexander,male,Marketing Coordinator,Marketing,14/02/2006,14/09/2009,61735
210,Diaz,NA,James,female,Customer Experience Manager,Customer Service,05/12/2009,,56385
211,Freeman,V,NA,female,Network Engineer,IT,25/11/2009,,200001
212,Campos,I,Amber,male,Finance Director,Finance,04/05/2010,,199776
213,Stewart,O,Michael,female,Quality Control Specialist,Production,26/01/2010,17/10/2010,238153
214,Carey,O,Stephanie,female,IT Support Specialist,IT,11/01/2006,,248877
215,Garza,P,Adriana,other,Accountant,Finance,08/04/2009,,243322
216,Nguyen,T,Kelly,male,Buyer,Procurement,08/04/2011,,48128
217,Vasquez,R,Jennifer,female,Director of Operations,Operations,24/01/2010,13/11/2010,75110
218,Stewart,R,Brett,other,Operations Manager,Operations,28/01/2006,,241502
219,Harris,G,NA,female,QA Manager,Quality Assurance,03/09/2011,,139829
220,Fuller,T,Lynn,female,Controller,Finance,14/02/2007,,89432
221,Butler,Z,Kyle,other,Buyer,Procurement,04/07/2006,25/11/2009,229275
222,Mason,P,Jenna,female,Research Scientist,Research & Development,01/07/2009,,230694
223,Williams,E,Karen,male,Operations Manager,Operations,21/01/2009,16/03/2011,157141
224,Cox,V,Kevin,female,QA Manager,Quality Assurance,31/05/2007,02/01/2009,165728
225,Williams,F,Roger,other,Logistics Coordinator,Logistics,26/05/2005,,245388
226,Bauer,R,Eric,female,Finance Director,Finance,18/09/2011,,148331
227,Gregory,L,Allen,female,Supply Chain Manager,Procurement,07/05/2006,15/07/2011,46285
228,Jones,A,Kristen,other,Supply Chain Manager,Procurement,11/01/2011,,100291
229,Evans,R,Regina,other,Controller,Finance,25/02/2006,13/04/2006,38259
230,Wright,M,Keith,other,Operations Analyst,Operations,14/05/2010,12/03/2011,207587
231,Kim,M,Debra,other,Sales Representative,Sales,12/01/2011,,78551
232,Roberts,L,Melissa,other,Social Media Specialist,Marketing,26/01/2005,,204834
233,White,F,Hannah,other,Innovation Manager,Research & Development,27/07/2006,08/08/2010,121954
234,Martin,N,Lisa,other,Supply Chain Manager,Procurement,20/09/2005,25/12/2005,104009
235,Miller,NA,Alexandra,female,Account Executive,Sales,23/12/2008,,93036
236,Gonzalez,A,Rose,female,Corporate Counsel,Legal,29/09/2011,20/10/2011,160056
237,Thompson,A,David,other,Sales Representative,Sales,04/11/2005,,87051
238,Romero,B,Debbie,male,Contract Negotiator,Procurement,08/07/2008,,59658
239,Cox,U,Todd,male,Sales Representative,Sales,21/07/2010,09/08/2010,41806
240,Green,I,Miguel,female,Warehouse Manager,Logistics,22/02/2005,04/11/2007,39826
241,Delgado,R,Amanda,female,QA Manager,Quality Assurance,13/10/2010,,81959
242,Crawford,W,Emily,other,QA Manager,Quality Assurance,01/12/2007,,244879
243,Blake,S,John,male,Marketing Coordinator,Marketing,14/08/2011,,87066
244,Alvarez,Z,Connor,other,Supply Chain Analyst,Logistics,19/02/2006,26/01/2011,223622
245,Nguyen,Q,Matthew,other,Benefits Coordinator,Human Resources,12/05/2009,,55010
246,Williams,NA,Sara,female,Systems Administrator,IT,02/09/2011,26/10/2011,235438
247,Bailey,W,Matthew,male,Financial Analyst,Finance,30/04/2008,,214078
248,Gray,A,Leslie,female,Marketing Coordinator,Marketing,28/11/2009,04/11/2010,76307
249,Robinson,D,Crystal,male,Account Executive,Sales,13/11/2006,,152745
250,Moreno,P,Jeffrey,female,Warehouse Manager,Logistics,18/02/2007,,200803
251,Martinez,B,Kimberly,other,Manufacturing Technician,Production,19/06/2010,20/03/2011,211615
252,NA,D,Matthew,other,Paralegal,Legal,21/01/2011,,141390
253,George,NA,Richard,other,Customer Service Representative,Customer Service,08/09/2011,,134898
254,Guzman,Z,Danielle,female,Operations Analyst,Operations,10/12/2005,,217879
255,Lyons,Q,Luis,female,Social Media Specialist,Marketing,25/05/2008,17/07/2011,246586
256,Estes,X,Andrew,female,Social Media Specialist,Marketing,25/12/2009,20/12/2010,195136
257,Shaw,A,Megan,other,Marketing Director,Marketing,25/11/2005,,235123
258,Garrett,X,Loretta,female,Manufacturing Technician,Production,14/03/2009,,238597
259,Santana,M,Eric,male,Support Specialist,Customer Service,27/11/2011,,238356
260,Rangel,R,Erica,other,Corporate Counsel,Legal,20/08/2005,,140104
261,Wells,O,Nicholas,female,Corporate Counsel,Legal,14/02/2005,,240579
262,Moreno,G,Patricia,other,Support Specialist,Customer Service,23/01/2005,,43710
263,Alvarado,G,Patrick,female,Finance Director,Finance,23/09/2008,13/09/2009,40396
264,NA,H,Joshua,female,Customer Service Representative,Customer Service,04/06/2006,26/02/2009,131718
265,Moran,A,Judy,other,QA Manager,Quality Assurance,17/03/2008,16/10/2010,128745
266,Bates,M,Michael,male,Product Developer,Research & Development,09/09/2005,,181861
267,Gill,T,Melissa,other,Logistics Coordinator,Logistics,16/12/2005,,219497
268,Ponce,D,Jennifer,female,Manufacturing Technician,Production,11/05/2011,,134905
269,Baker,H,Morgan,other,Finance Director,Finance,01/09/2007,,42858
270,NA,K,Jennifer,female,Recruitment Specialist,Human Resources,27/01/2005,,111233
271,NA,I,Cody,female,Quality Inspector,Quality Assurance,14/06/2009,,171836
272,Taylor,NA,Kelsey,other,Marketing Director,Marketing,01/09/2009,,66041
273,Bowers,X,Tammy,female,Research Scientist,Research & Development,02/02/2008,,157091
274,Richmond,NA,Linda,female,HR Manager,Human Resources,30/12/2011,,112255
275,Buckley,A,Robert,female,QA Analyst,Quality Assurance,30/04/2006,15/04/2010,153868
276,Maldonado,E,Kelly,other,Innovation Manager,Research & Development,19/02/2005,,179994
277,Smith,S,Dillon,other,Recruitment Specialist,Human Resources,21/07/2005,,65034
278,Wilson,A,Jamie,other,IT Support Specialist,IT,27/01/2011,,73275
279,Greer,W,Wendy,male,Plant Supervisor,Production,29/10/2007,,62885
280,Barajas,W,Victor,female,HR Manager,Human Resources,01/12/2007,01/02/2009,155360
281,Bennett,S,Amanda,other,Brand Manager,Marketing,09/09/2005,,160015
282,Rush,L,Christina,female,Production Manager,Production,11/07/2009,17/01/2010,73557
283,Ford,D,Denise,male,Paralegal,Legal,11/05/2009,,135571
284,Marshall,K,Katherine,other,Supply Chain Manager,Procurement,25/12/2009,,154267
285,Johnson,W,Edward,female,Account Executive,Sales,19/07/2009,01/06/2010,68865
286,Campbell,T,Karen,other,Paralegal,Legal,18/04/2006,,37396
287,Ramos,E,Jared,female,Manufacturing Technician,Production,06/07/2011,,36044
288,Phillips,W,Rebecca,female,Sales Representative,Sales,06/07/2009,,215846
289,Brooks,K,Cynthia,male,Research Scientist,Research & Development,02/11/2009,,157597
290,Nicholson,N,Hayley,male,Support Specialist,Customer Service,07/03/2008,05/04/2008,200172
291,Miller,J,James,male,Customer Experience Manager,Customer Service,17/12/2008,17/09/2011,92440
292,Owens,P,Deborah,male,Sales Representative,Sales,25/01/2005,,236676
293,Gonzales,Q,Clinton,male,Support Specialist,Customer Service,25/09/2010,14/10/2010,119340
294,Castillo,Y,Sherry,female,Operations Analyst,Operations,06/09/2008,,216241
295,Little,M,Sara,female,Corporate Counsel,Legal,25/07/2007,,248622
296,Scott,V,Christopher,male,Controller,Finance,06/01/2010,01/07/2011,185711
297,Banks,S,Anthony,female,Logistics Coordinator,Logistics,01/01/2009,,232659
298,Payne,Y,Marie,male,Marketing Coordinator,Marketing,22/12/2008,,64410
299,Williams,H,Sharon,female,Customer Experience Manager,Customer Service,27/07/2005,,63705
300,Morris,I,Rhonda,male,Product Developer,Research & Development,22/09/2006,12/01/2009,216155
301,Sims,P,Mary,other,Innovation Manager,Research & Development,16/04/2007,,142219
302,Browning,N,Melissa,other,Supply Chain Manager,Procurement,01/01/2010,,36739
303,Hodge,N,Jason,female,Plant Supervisor,Production,07/02/2005,,93412
304,Diaz,V,Susan,other,Network Engineer,IT,21/07/2007,,166371
305,Diaz,N,Belinda,other,QA Analyst,Quality Assurance,06/03/2010,25/06/2011,85239
306,Cunningham,C,Sara,other,IT Support Specialist,IT,05/08/2010,,54628
307,Martinez,N,Robert,other,Project Coordinator,Operations,23/09/2006,,186585
308,Jones,S,Lee,female,HR Manager,Human Resources,26/05/2005,,143447
309,Henson,J,William,female,Sales Representative,Sales,23/08/2008,,106742
310,Mccoy,N,Steven,male,Customer Experience Manager,Customer Service,24/07/2009,,107573
311,Thompson,D,Emily,female,Project Coordinator,Operations,22/08/2011,12/09/2011,189612
312,Moore,X,John,male,Recruitment Specialist,Human Resources,15/12/2011,,86666
313,Miller,L,Melissa,female,Benefits Coordinator,Human Resources,08/04/2009,,93845
314,Howell,NA,David,male,Plant Supervisor,Production,05/06/2008,,148559
315,Collins,F,Jeffery,male,Brand Manager,Marketing,20/12/2010,,90842
316,Richardson,NA,Renee,other,Customer Service Representative,Customer Service,11/12/2005,,105577
317,Greene,J,Micheal,other,Supply Chain Analyst,Logistics,26/02/2009,24/05/2009,232153
318,Henderson,H,Matthew,other,Transportation Supervisor,Logistics,04/11/2005,01/02/2011,132684
319,Huerta,N,Richard,other,Operations Analyst,Operations,05/08/2007,,149840
320,Peck,O,Mary,other,Quality Inspector,Quality Assurance,15/07/2006,,141028
321,Wilson,R,NA,female,HR Assistant,Human Resources,09/03/2008,,125073
322,Taylor,X,Michael,male,Warehouse Manager,Logistics,22/05/2005,,105684
323,Scott,L,Ariel,other,Lab Technician,Research & Development,12/01/2010,,114205
324,Reeves,NA,Mark,other,Paralegal,Legal,11/02/2011,,106239
325,Sullivan,N,Eric,other,HR Manager,Human Resources,18/02/2011,12/07/2011,123348
326,Vang,F,Javier,other,Marketing Director,Marketing,06/06/2009,,210359
327,Watkins,R,Cynthia,other,Account Executive,Sales,27/06/2008,,124385
328,Gallegos,N,Nicole,male,Accountant,Finance,12/09/2011,,176861
329,Garcia,C,Wanda,other,Supply Chain Analyst,Logistics,31/03/2011,02/12/2011,121940
330,NA,Y,Brett,other,Contract Negotiator,Procurement,22/02/2007,,41836
331,Torres,J,Bryan,female,QA Manager,Quality Assurance,07/01/2007,,120553
332,Smith,U,Brett,male,Accountant,Finance,14/06/2009,,189794
333,Massey,I,Beverly,other,Quality Inspector,Quality Assurance,05/10/2005,14/01/2010,242305
334,Woodward,NA,Kathy,other,Quality Inspector,Quality Assurance,27/03/2011,,99381
335,Lloyd,O,Michelle,other,Financial Analyst,Finance,24/04/2009,,240102
336,Warren,J,Brandy,female,HR Manager,Human Resources,03/12/2008,,94552
337,Wolfe,H,Shannon,female,Buyer,Procurement,03/07/2006,,43505
338,Francis,M,Julian,male,Financial Analyst,Finance,28/04/2007,,156713
339,Shelton,X,Cathy,other,Supply Chain Analyst,Logistics,19/04/2006,15/03/2010,228209
